1133.7661,1.9224198,46.685913,24.284973,207,81,46.10436397429883
1136.9246,1.9157963,46.670288,24.360779,207,81,46.105100473229506
1133.0247,1.9239999,46.68982,24.26706,207,81,46.104730770747146
1132.5231,1.9175543,46.601227,24.30243,207,81,42.74075449587025
1706.9618,2.0832977,59.633125,28.62439,42,100,42.74088849980369
1698.6073,2.102377,59.75879,28.424393,42,100,42.74098396551587
709.19696,1.7581606,35.31122,20.084183,124,48,62.87151519676775
711.1239,1.8261119,36.03598,19.733719,208,49,62.38709297350096
1645.9143,2.0401254,57.947144,28.403717,237,104,39.79066398425861
1646.555,2.0364754,57.906555,28.434692,237,104,44.29237167302682
3421.6567,1.9020818,80.67386,42.413452,40,165,29.915571767945625
173.76085,0.58834827,10.110979,17.185364,5,72,58.74591337535889
890.77576,2.05066,42.739655,20.841904,76,63,55.967390511934255
401.79355,1.8672975,27.391022,14.668804,127,26,82.19418110659021
395.12912,1.9036102,27.42575,14.40723,127,26,82.19439217375651
366.94,1.8265547,25.888916,14.173634,157,22,62.864827442640355
698.0963,1.7353762,34.80603,20.056763,213,49,62.86511584795275
393.50555,1.8319151,26.848999,14.656246,261,28,84.9885913047012
448.89105,1.922837,29.379318,15.279152,39,27,85.78317288853167
446.62323,1.9360608,29.405607,15.18837,39,27,85.78317288853167
1490.9043,2.0954418,55.893677,26.673935,54,92,44.38574225259954
1464.2227,1.864888,52.25525,28.020584,117,95,41.205551998953524
2036.4312,2.0244555,64.20798,31.716171,69,117,36.96020016190505
3335.258,2.0013404,81.70059,40.822937,48,157,30.447915425772862
3277.976,1.9830762,80.625534,40.6568,48,158,30.447929688438446
4648.9585,1.9658545,95.59904,48.62976,60,195,25.833398063708614
4814.733,1.887293,95.32477,50.508728,105,203,24.169349293139668
4846.1055,1.896065,95.85683,50.555664,105,203,24.16935038402315
2971.5178,1.8929573,74.99971,39.62039,112,156,28.838501284039676
2445.9956,1.9609641,69.256836,35.31775,114,138,31.47566525672364
2085.9119,1.8714808,62.47995,33.3853,114,120,34.98820368994011
2106.7065,1.9790015,64.56915,32.627136,90,119,35.65503345180578
2126.1162,2.008466,65.347015,32.53578,77,118,36.344663809249674
2582.6702,2.0328584,72.45828,35.643547,72,138,32.61193828322809
1988.0099,1.9982989,63.028866,31.54126,90,117,36.212216650540626
1615.6011,1.9921658,56.732224,28.477661,91,102,39.96257023376073
1264.0978,1.9542557,49.70282,25.43312,94,84,45.67735570717558
1003.40594,1.9344902,44.05768,22.774826,99,69,51.893014892838046
832.3346,1.8549176,39.29265,21.18296,104,56,58.07906410011781
621.71643,2.0003133,35.265106,17.629791,105,45,65.40004692489403
457.66928,1.9943533,30.211823,15.148682,106,33,76.26114235995912
542.67346,1.9601176,32.61447,16.639038,106,40,69.62237229346647
427.07367,2.0525634,29.60736,14.424578,107,32,77.46643087336838
351.89417,1.9383111,26.116669,13.47393,111,21,89.29006172585194
364.75388,1.9363459,26.57611,13.724877,84,22,89.13290792820546
383.63635,1.9042835,27.028732,14.193649,67,23,89.82426995274436
462.243,2.0358772,30.676865,15.0681305,49,29,83.85031289636767
421.21637,1.9479529,28.644539,14.704945,28,23,93.11832967784466
426.63922,2.12513,30.110859,14.168949,15,28,88.55259930608163
432.08102,2.0876606,30.033957,14.386417,15,28,88.55240922742202
519.04816,1.9265138,31.62204,16.414125,85,35,68.46721349185887
858.19727,1.8700117,40.06044,21.422562,120,60,55.444928756258605
985.21204,1.9572982,43.913025,22.435532,98,70,51.361908799665414
859.19116,1.8629782,40.00818,21.475388,123,61,55.12442315132912
862.02966,1.8685102,40.133667,21.478966,123,60,64.58203016650675
427.42728,1.8094689,27.810364,15.369352,154,32,76.17266584870445
682.27783,1.8092151,35.13385,19.419388,159,48,62.52251699551988
908.8826,1.7966254,40.409424,22.491848,161,65,52.52849314133401
